Type,Library,Filename,Time (ms),FileSize (byte)
1. Parse,ULib (C++),orderBook_SOLBNB_limit_2500.json,0.018000,0
1. Parse,ULib (C++),orderBook_SOLBNB_limit_5000.json,0.236000,0
1. Parse,ULib (C++),recent_trades_SOLBNB_limit_5000.json,0.288000,0
1. Parse,ULib (C++),average_price_SOLBNB.json,0.000000,0
1. Parse,ULib (C++),orderBook_BAKEBNB_limit_1000.json,0.148000,0
1. Parse,ULib (C++),orderBook_BAKEBNB_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_BAKEBNB_limit_5000.json,0.269000,0
1. Parse,ULib (C++),recent_trades_BAKEBNB_limit_5000.json,0.291000,0
1. Parse,ULib (C++),average_price_BAKEBNB.json,0.000000,0
1. Parse,ULib (C++),orderBook_BTCBUSD_limit_1000.json,0.186000,0
1. Parse,ULib (C++),orderBook_BTCBUSD_limit_2500.json,0.018000,0
1. Parse,ULib (C++),orderBook_BTCBUSD_limit_5000.json,0.940000,0
1. Parse,ULib (C++),recent_trades_BTCBUSD_limit_5000.json,0.299000,0
1. Parse,ULib (C++),average_price_BTCBUSD.json,0.000000,0
1. Parse,ULib (C++),orderBook_SOLUSDT_limit_1000.json,0.188000,0
1. Parse,ULib (C++),orderBook_SOLUSDT_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_SOLUSDT_limit_5000.json,0.950000,0
1. Parse,ULib (C++),recent_trades_SOLUSDT_limit_5000.json,0.290000,0
1. Parse,ULib (C++),average_price_SOLUSDT.json,0.000000,0
1. Parse,ULib (C++),orderBook_FILUPUSDT_limit_1000.json,0.057000,0
1. Parse,ULib (C++),orderBook_FILUPUSDT_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_FILUPUSDT_limit_5000.json,0.057000,0
1. Parse,ULib (C++),recent_trades_FILUPUSDT_limit_5000.json,0.299000,0
1. Parse,ULib (C++),average_price_FILUPUSDT.json,0.000000,0
1. Parse,ULib (C++),orderBook_TRXBNB_limit_1000.json,0.114000,0
1. Parse,ULib (C++),orderBook_TRXBNB_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_TRXBNB_limit_5000.json,0.180000,0
1. Parse,ULib (C++),recent_trades_TRXBNB_limit_5000.json,0.293000,0
1. Parse,ULib (C++),average_price_TRXBNB.json,0.000000,0
1. Parse,ULib (C++),orderBook_OGNBNB_limit_1000.json,0.054000,0
1. Parse,ULib (C++),orderBook_OGNBNB_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_OGNBNB_limit_5000.json,0.053000,0
1. Parse,ULib (C++),recent_trades_OGNBNB_limit_5000.json,0.291000,0
1. Parse,ULib (C++),average_price_OGNBNB.json,0.000000,0
1. Parse,ULib (C++),orderBook_REEFBTC_limit_1000.json,0.045000,0
1. Parse,ULib (C++),orderBook_REEFBTC_limit_2500.json,0.014000,0
1. Parse,ULib (C++),orderBook_REEFBTC_limit_5000.json,0.045000,0
1. Parse,ULib (C++),recent_trades_REEFBTC_limit_5000.json,0.292000,0
1. Parse,ULib (C++),average_price_REEFBTC.json,0.000000,0
1. Parse,ULib (C++),orderBook_WINTRX_limit_1000.json,0.130000,0
1. Parse,ULib (C++),orderBook_WINTRX_limit_2500.json,0.020000,0
1. Parse,ULib (C++),orderBook_WINTRX_limit_5000.json,0.135000,0
1. Parse,ULib (C++),recent_trades_WINTRX_limit_5000.json,0.296000,0
1. Parse,ULib (C++),average_price_WINTRX.json,0.000000,0
1. Parse,ULib (C++),orderBook_SLPETH_limit_1000.json,0.154000,0
1. Parse,ULib (C++),orderBook_SLPETH_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_SLPETH_limit_5000.json,0.498000,0
1. Parse,ULib (C++),recent_trades_SLPETH_limit_5000.json,0.292000,0
1. Parse,ULib (C++),average_price_SLPETH.json,0.000000,0
1. Parse,ULib (C++),orderBook_BETHETH_limit_1000.json,0.121000,0
1. Parse,ULib (C++),orderBook_BETHETH_limit_2500.json,0.019000,0
1. Parse,ULib (C++),orderBook_BETHETH_limit_5000.json,0.121000,0
1. Parse,ULib (C++),recent_trades_BETHETH_limit_5000.json,0.286000,0
1. Parse,ULib (C++),average_price_BETHETH.json,0.000000,0
2. Stringify,ULib (C++),exchange_info.json,1.766000,0
2. Stringify,ULib (C++),canada.json,5.244000,0
2. Stringify,ULib (C++),citm_catalog.json,0.366000,0
2. Stringify,ULib (C++),twitter.json,0.320000,0
2. Stringify,ULib (C++),orderBook_ETHBTC_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_ETHBTC_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_ETHBTC_limit_5000.json,0.147000,0
2. Stringify,ULib (C++),recent_trades_ETHBTC_limit_5000.json,0.114000,0
2. Stringify,ULib (C++),average_price_ETHBTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_ADABTC_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_ADABTC_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_ADABTC_limit_5000.json,0.131000,0
2. Stringify,ULib (C++),recent_trades_ADABTC_limit_5000.json,0.111000,0
2. Stringify,ULib (C++),average_price_ADABTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_AVAXBTC_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_AVAXBTC_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_AVAXBTC_limit_5000.json,0.088000,0
2. Stringify,ULib (C++),recent_trades_AVAXBTC_limit_5000.json,0.113000,0
2. Stringify,ULib (C++),average_price_AVAXBTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_DOTBTC_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_DOTBTC_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_DOTBTC_limit_5000.json,0.148000,0
2. Stringify,ULib (C++),recent_trades_DOTBTC_limit_5000.json,0.113000,0
2. Stringify,ULib (C++),average_price_DOTBTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_LTCBTC_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_LTCBTC_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_LTCBTC_limit_5000.json,0.089000,0
2. Stringify,ULib (C++),recent_trades_LTCBTC_limit_5000.json,0.115000,0
2. Stringify,ULib (C++),average_price_LTCBTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_LUNABNB_limit_1000.json,0.021000,0
2. Stringify,ULib (C++),orderBook_LUNABNB_limit_2500.json,0.002000,0
2. Stringify,ULib (C++),orderBook_LUNABNB_limit_5000.json,0.021000,0
2. Stringify,ULib (C++),recent_trades_LUNABNB_limit_5000.json,0.115000,0
2. Stringify,ULib (C++),average_price_LUNABNB.json,0.000000,0
2. Stringify,ULib (C++),orderBook_SOLBNB_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_SOLBNB_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_SOLBNB_limit_5000.json,0.038000,0
2. Stringify,ULib (C++),recent_trades_SOLBNB_limit_5000.json,0.114000,0
2. Stringify,ULib (C++),average_price_SOLBNB.json,0.000000,0
2. Stringify,ULib (C++),orderBook_BAKEBNB_limit_1000.json,0.023000,0
2. Stringify,ULib (C++),orderBook_BAKEBNB_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_BAKEBNB_limit_5000.json,0.041000,0
2. Stringify,ULib (C++),recent_trades_BAKEBNB_limit_5000.json,0.115000,0
2. Stringify,ULib (C++),average_price_BAKEBNB.json,0.000000,0
2. Stringify,ULib (C++),orderBook_BTCBUSD_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_BTCBUSD_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_BTCBUSD_limit_5000.json,0.153000,0
2. Stringify,ULib (C++),recent_trades_BTCBUSD_limit_5000.json,0.115000,0
2. Stringify,ULib (C++),average_price_BTCBUSD.json,0.000000,0
2. Stringify,ULib (C++),orderBook_SOLUSDT_limit_1000.json,0.029000,0
2. Stringify,ULib (C++),orderBook_SOLUSDT_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_SOLUSDT_limit_5000.json,0.146000,0
2. Stringify,ULib (C++),recent_trades_SOLUSDT_limit_5000.json,0.112000,0
2. Stringify,ULib (C++),average_price_SOLUSDT.json,0.000000,0
2. Stringify,ULib (C++),orderBook_FILUPUSDT_limit_1000.json,0.008000,0
2. Stringify,ULib (C++),orderBook_FILUPUSDT_limit_2500.json,0.002000,0
2. Stringify,ULib (C++),orderBook_FILUPUSDT_limit_5000.json,0.008000,0
2. Stringify,ULib (C++),recent_trades_FILUPUSDT_limit_5000.json,0.117000,0
2. Stringify,ULib (C++),average_price_FILUPUSDT.json,0.000000,0
2. Stringify,ULib (C++),orderBook_TRXBNB_limit_1000.json,0.023000,0
2. Stringify,ULib (C++),orderBook_TRXBNB_limit_2500.json,0.004000,0
2. Stringify,ULib (C++),orderBook_TRXBNB_limit_5000.json,0.040000,0
2. Stringify,ULib (C++),recent_trades_TRXBNB_limit_5000.json,0.161000,0
2. Stringify,ULib (C++),average_price_TRXBNB.json,0.000000,0
2. Stringify,ULib (C++),orderBook_OGNBNB_limit_1000.json,0.011000,0
2. Stringify,ULib (C++),orderBook_OGNBNB_limit_2500.json,0.004000,0
2. Stringify,ULib (C++),orderBook_OGNBNB_limit_5000.json,0.011000,0
2. Stringify,ULib (C++),recent_trades_OGNBNB_limit_5000.json,0.117000,0
2. Stringify,ULib (C++),average_price_OGNBNB.json,0.000000,0
2. Stringify,ULib (C++),orderBook_REEFBTC_limit_1000.json,0.006000,0
2. Stringify,ULib (C++),orderBook_REEFBTC_limit_2500.json,0.002000,0
2. Stringify,ULib (C++),orderBook_REEFBTC_limit_5000.json,0.006000,0
2. Stringify,ULib (C++),recent_trades_REEFBTC_limit_5000.json,0.113000,0
2. Stringify,ULib (C++),average_price_REEFBTC.json,0.000000,0
2. Stringify,ULib (C++),orderBook_WINTRX_limit_1000.json,0.020000,0
2. Stringify,ULib (C++),orderBook_WINTRX_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_WINTRX_limit_5000.json,0.021000,0
2. Stringify,ULib (C++),recent_trades_WINTRX_limit_5000.json,0.117000,0
2. Stringify,ULib (C++),average_price_WINTRX.json,0.000000,0
2. Stringify,ULib (C++),orderBook_SLPETH_limit_1000.json,0.024000,0
2. Stringify,ULib (C++),orderBook_SLPETH_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_SLPETH_limit_5000.json,0.077000,0
2. Stringify,ULib (C++),recent_trades_SLPETH_limit_5000.json,0.165000,0
2. Stringify,ULib (C++),average_price_SLPETH.json,0.000000,0
2. Stringify,ULib (C++),orderBook_BETHETH_limit_1000.json,0.019000,0
2. Stringify,ULib (C++),orderBook_BETHETH_limit_2500.json,0.003000,0
2. Stringify,ULib (C++),orderBook_BETHETH_limit_5000.json,0.019000,0
2. Stringify,ULib (C++),recent_trades_BETHETH_limit_5000.json,0.116000,0
2. Stringify,ULib (C++),average_price_BETHETH.json,0.000000,0
3. Prettify,ULib (C++),exchange_info.json,2.328000,0
3. Prettify,ULib (C++),canada.json,5.686000,0
3. Prettify,ULib (C++),citm_catalog.json,0.447000,0
3. Prettify,ULib (C++),twitter.json,0.362000,0
3. Prettify,ULib (C++),orderBook_ETHBTC_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_ETHBTC_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_ETHBTC_limit_5000.json,0.228000,0
3. Prettify,ULib (C++),recent_trades_ETHBTC_limit_5000.json,0.132000,0
3. Prettify,ULib (C++),average_price_ETHBTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_ADABTC_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_ADABTC_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_ADABTC_limit_5000.json,0.202000,0
3. Prettify,ULib (C++),recent_trades_ADABTC_limit_5000.json,0.128000,0
3. Prettify,ULib (C++),average_price_ADABTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_AVAXBTC_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_AVAXBTC_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_AVAXBTC_limit_5000.json,0.139000,0
3. Prettify,ULib (C++),recent_trades_AVAXBTC_limit_5000.json,0.130000,0
3. Prettify,ULib (C++),average_price_AVAXBTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_DOTBTC_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_DOTBTC_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_DOTBTC_limit_5000.json,0.229000,0
3. Prettify,ULib (C++),recent_trades_DOTBTC_limit_5000.json,0.131000,0
3. Prettify,ULib (C++),average_price_DOTBTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_LTCBTC_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_LTCBTC_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_LTCBTC_limit_5000.json,0.143000,0
3. Prettify,ULib (C++),recent_trades_LTCBTC_limit_5000.json,0.133000,0
3. Prettify,ULib (C++),average_price_LTCBTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_LUNABNB_limit_1000.json,0.034000,0
3. Prettify,ULib (C++),orderBook_LUNABNB_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_LUNABNB_limit_5000.json,0.034000,0
3. Prettify,ULib (C++),recent_trades_LUNABNB_limit_5000.json,0.133000,0
3. Prettify,ULib (C++),average_price_LUNABNB.json,0.000000,0
3. Prettify,ULib (C++),orderBook_SOLBNB_limit_1000.json,0.047000,0
3. Prettify,ULib (C++),orderBook_SOLBNB_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_SOLBNB_limit_5000.json,0.060000,0
3. Prettify,ULib (C++),recent_trades_SOLBNB_limit_5000.json,0.130000,0
3. Prettify,ULib (C++),average_price_SOLBNB.json,0.000000,0
3. Prettify,ULib (C++),orderBook_BAKEBNB_limit_1000.json,0.037000,0
3. Prettify,ULib (C++),orderBook_BAKEBNB_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_BAKEBNB_limit_5000.json,0.066000,0
3. Prettify,ULib (C++),recent_trades_BAKEBNB_limit_5000.json,0.133000,0
3. Prettify,ULib (C++),average_price_BAKEBNB.json,0.000000,0
3. Prettify,ULib (C++),orderBook_BTCBUSD_limit_1000.json,0.047000,0
3. Prettify,ULib (C++),orderBook_BTCBUSD_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_BTCBUSD_limit_5000.json,0.235000,0
3. Prettify,ULib (C++),recent_trades_BTCBUSD_limit_5000.json,0.133000,0
3. Prettify,ULib (C++),average_price_BTCBUSD.json,0.000000,0
3. Prettify,ULib (C++),orderBook_SOLUSDT_limit_1000.json,0.046000,0
3. Prettify,ULib (C++),orderBook_SOLUSDT_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_SOLUSDT_limit_5000.json,0.234000,0
3. Prettify,ULib (C++),recent_trades_SOLUSDT_limit_5000.json,0.130000,0
3. Prettify,ULib (C++),average_price_SOLUSDT.json,0.000000,0
3. Prettify,ULib (C++),orderBook_FILUPUSDT_limit_1000.json,0.013000,0
3. Prettify,ULib (C++),orderBook_FILUPUSDT_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_FILUPUSDT_limit_5000.json,0.013000,0
3. Prettify,ULib (C++),recent_trades_FILUPUSDT_limit_5000.json,0.135000,0
3. Prettify,ULib (C++),average_price_FILUPUSDT.json,0.000000,0
3. Prettify,ULib (C++),orderBook_TRXBNB_limit_1000.json,0.027000,0
3. Prettify,ULib (C++),orderBook_TRXBNB_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_TRXBNB_limit_5000.json,0.044000,0
3. Prettify,ULib (C++),recent_trades_TRXBNB_limit_5000.json,0.134000,0
3. Prettify,ULib (C++),average_price_TRXBNB.json,0.000000,0
3. Prettify,ULib (C++),orderBook_OGNBNB_limit_1000.json,0.012000,0
3. Prettify,ULib (C++),orderBook_OGNBNB_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_OGNBNB_limit_5000.json,0.012000,0
3. Prettify,ULib (C++),recent_trades_OGNBNB_limit_5000.json,0.134000,0
3. Prettify,ULib (C++),average_price_OGNBNB.json,0.000000,0
3. Prettify,ULib (C++),orderBook_REEFBTC_limit_1000.json,0.011000,0
3. Prettify,ULib (C++),orderBook_REEFBTC_limit_2500.json,0.003000,0
3. Prettify,ULib (C++),orderBook_REEFBTC_limit_5000.json,0.011000,0
3. Prettify,ULib (C++),recent_trades_REEFBTC_limit_5000.json,0.130000,0
3. Prettify,ULib (C++),average_price_REEFBTC.json,0.000000,0
3. Prettify,ULib (C++),orderBook_WINTRX_limit_1000.json,0.033000,0
3. Prettify,ULib (C++),orderBook_WINTRX_limit_2500.json,0.005000,0
3. Prettify,ULib (C++),orderBook_WINTRX_limit_5000.json,0.033000,0
3. Prettify,ULib (C++),recent_trades_WINTRX_limit_5000.json,0.135000,0
3. Prettify,ULib (C++),average_price_WINTRX.json,0.000000,0
3. Prettify,ULib (C++),orderBook_SLPETH_limit_1000.json,0.038000,0
3. Prettify,ULib (C++),orderBook_SLPETH_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_SLPETH_limit_5000.json,0.123000,0
3. Prettify,ULib (C++),recent_trades_SLPETH_limit_5000.json,0.136000,0
3. Prettify,ULib (C++),average_price_SLPETH.json,0.000000,0
3. Prettify,ULib (C++),orderBook_BETHETH_limit_1000.json,0.031000,0
3. Prettify,ULib (C++),orderBook_BETHETH_limit_2500.json,0.004000,0
3. Prettify,ULib (C++),orderBook_BETHETH_limit_5000.json,0.030000,0
3. Prettify,ULib (C++),recent_trades_BETHETH_limit_5000.json,0.132000,0
3. Prettify,ULib (C++),average_price_BETHETH.json,0.000000,0
4. Statistics,ULib (C++),exchange_info.json,1.164000,0
4. Statistics,ULib (C++),canada.json,0.409000,0
4. Statistics,ULib (C++),citm_catalog.json,0.229000,0
4. Statistics,ULib (C++),twitter.json,0.158000,0
4. Statistics,ULib (C++),orderBook_ETHBTC_limit_1000.json,0.028000,0
4. Statistics,ULib (C++),orderBook_ETHBTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_ETHBTC_limit_5000.json,0.151000,0
4. Statistics,ULib (C++),recent_trades_ETHBTC_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_ETHBTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_ADABTC_limit_1000.json,0.028000,0
4. Statistics,ULib (C++),orderBook_ADABTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_ADABTC_limit_5000.json,0.131000,0
4. Statistics,ULib (C++),recent_trades_ADABTC_limit_5000.json,0.063000,0
4. Statistics,ULib (C++),average_price_ADABTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_AVAXBTC_limit_1000.json,0.028000,0
4. Statistics,ULib (C++),orderBook_AVAXBTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_AVAXBTC_limit_5000.json,0.091000,0
4. Statistics,ULib (C++),recent_trades_AVAXBTC_limit_5000.json,0.063000,0
4. Statistics,ULib (C++),average_price_AVAXBTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_DOTBTC_limit_1000.json,0.029000,0
4. Statistics,ULib (C++),orderBook_DOTBTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_DOTBTC_limit_5000.json,0.156000,0
4. Statistics,ULib (C++),recent_trades_DOTBTC_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_DOTBTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_LTCBTC_limit_1000.json,0.029000,0
4. Statistics,ULib (C++),orderBook_LTCBTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_LTCBTC_limit_5000.json,0.093000,0
4. Statistics,ULib (C++),recent_trades_LTCBTC_limit_5000.json,0.065000,0
4. Statistics,ULib (C++),average_price_LTCBTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_LUNABNB_limit_1000.json,0.021000,0
4. Statistics,ULib (C++),orderBook_LUNABNB_limit_2500.json,0.004000,0
4. Statistics,ULib (C++),orderBook_LUNABNB_limit_5000.json,0.021000,0
4. Statistics,ULib (C++),recent_trades_LUNABNB_limit_5000.json,0.066000,0
4. Statistics,ULib (C++),average_price_LUNABNB.json,0.000000,0
4. Statistics,ULib (C++),orderBook_SOLBNB_limit_1000.json,0.029000,0
4. Statistics,ULib (C++),orderBook_SOLBNB_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_SOLBNB_limit_5000.json,0.038000,0
4. Statistics,ULib (C++),recent_trades_SOLBNB_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_SOLBNB.json,0.000000,0
4. Statistics,ULib (C++),orderBook_BAKEBNB_limit_1000.json,0.022000,0
4. Statistics,ULib (C++),orderBook_BAKEBNB_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_BAKEBNB_limit_5000.json,0.042000,0
4. Statistics,ULib (C++),recent_trades_BAKEBNB_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_BAKEBNB.json,0.000000,0
4. Statistics,ULib (C++),orderBook_BTCBUSD_limit_1000.json,0.029000,0
4. Statistics,ULib (C++),orderBook_BTCBUSD_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_BTCBUSD_limit_5000.json,0.160000,0
4. Statistics,ULib (C++),recent_trades_BTCBUSD_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_BTCBUSD.json,0.000000,0
4. Statistics,ULib (C++),orderBook_SOLUSDT_limit_1000.json,0.029000,0
4. Statistics,ULib (C++),orderBook_SOLUSDT_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_SOLUSDT_limit_5000.json,0.145000,0
4. Statistics,ULib (C++),recent_trades_SOLUSDT_limit_5000.json,0.062000,0
4. Statistics,ULib (C++),average_price_SOLUSDT.json,0.000000,0
4. Statistics,ULib (C++),orderBook_FILUPUSDT_limit_1000.json,0.008000,0
4. Statistics,ULib (C++),orderBook_FILUPUSDT_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_FILUPUSDT_limit_5000.json,0.008000,0
4. Statistics,ULib (C++),recent_trades_FILUPUSDT_limit_5000.json,0.067000,0
4. Statistics,ULib (C++),average_price_FILUPUSDT.json,0.000000,0
4. Statistics,ULib (C++),orderBook_TRXBNB_limit_1000.json,0.017000,0
4. Statistics,ULib (C++),orderBook_TRXBNB_limit_2500.json,0.003000,0
4. Statistics,ULib (C++),orderBook_TRXBNB_limit_5000.json,0.026000,0
4. Statistics,ULib (C++),recent_trades_TRXBNB_limit_5000.json,0.063000,0
4. Statistics,ULib (C++),average_price_TRXBNB.json,0.000000,0
4. Statistics,ULib (C++),orderBook_OGNBNB_limit_1000.json,0.008000,0
4. Statistics,ULib (C++),orderBook_OGNBNB_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_OGNBNB_limit_5000.json,0.008000,0
4. Statistics,ULib (C++),recent_trades_OGNBNB_limit_5000.json,0.065000,0
4. Statistics,ULib (C++),average_price_OGNBNB.json,0.000000,0
4. Statistics,ULib (C++),orderBook_REEFBTC_limit_1000.json,0.006000,0
4. Statistics,ULib (C++),orderBook_REEFBTC_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_REEFBTC_limit_5000.json,0.006000,0
4. Statistics,ULib (C++),recent_trades_REEFBTC_limit_5000.json,0.062000,0
4. Statistics,ULib (C++),average_price_REEFBTC.json,0.000000,0
4. Statistics,ULib (C++),orderBook_WINTRX_limit_1000.json,0.019000,0
4. Statistics,ULib (C++),orderBook_WINTRX_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_WINTRX_limit_5000.json,0.019000,0
4. Statistics,ULib (C++),recent_trades_WINTRX_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_WINTRX.json,0.000000,0
4. Statistics,ULib (C++),orderBook_SLPETH_limit_1000.json,0.023000,0
4. Statistics,ULib (C++),orderBook_SLPETH_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_SLPETH_limit_5000.json,0.080000,0
4. Statistics,ULib (C++),recent_trades_SLPETH_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_SLPETH.json,0.000000,0
4. Statistics,ULib (C++),orderBook_BETHETH_limit_1000.json,0.018000,0
4. Statistics,ULib (C++),orderBook_BETHETH_limit_2500.json,0.002000,0
4. Statistics,ULib (C++),orderBook_BETHETH_limit_5000.json,0.019000,0
4. Statistics,ULib (C++),recent_trades_BETHETH_limit_5000.json,0.064000,0
4. Statistics,ULib (C++),average_price_BETHETH.json,0.000000,0
